rank,message
negative,"Wow, head of rbs business banking may spring a visit on my office 2moro! May have 2 wear a suit after all "
negative,why is my twitter account being so quiet?  does it not like me anymore?? 
negative,@foolandtheopera You got to see Star Trek??  Jealous!!!!!
negative,Sick. Dizzy. Headache. Throwup. Ugh. But still forced to go to school. 
negative,"@sunshinehollyyy Hahahahaha, yes yes, you're absolutely right, I shall never doubt you again. "
negative,6 dayyys. And last exam tomorrow...this is going to be the longest day in liife. 
negative,my twitter always lagss. damn 
negative,"I have far too much work these days.  It's also the spring, it's supposed to be sunny "
negative,@Heddyy Good morning... but aww @ your headache  I hope you feel better soon
negative,On my way to second class but its like a mile away that sucks 
negative,@ananyah u poor soul 
negative,@EddieArgos haha!  damn work for stopping my jeff lewis love 
negative,is bummed for the 1st time in about 5 (give or take) yrs I am not in SC with Bobby in April!    Charleston I am gonna miss you!
negative,"aircon repair guys came after being hounded for 10+ days, yet they havent fully fixed it. damn need one more day "
negative,"is congested, feverish and aches...hope I didnt catch the SWINE FLU "
negative,@ryezzzzahh I just saw this hahah! DeLuca ate all my leftovers sorry 
negative,@LadyHAHA so lucky s you...I don't stop twittering her and she won't answer  one day....
negative,At home missing my boo  @ Barclay Ave &amp; Rodney Dr
negative,@Ghatna youre going AGAIN??! not fair. its like you got a day out with each parent  go find a house!!
negative,"Watching the notebook before bed,  i miss my boyfriend."
negative,Wolverine was awesome! Back to being a jail bird... 
negative,Totally staying up wayyyy too late when I have to wake up wayyyy early! 
negative,Going home. Relax..watch a movie..or work on my dumb projects 
negative,@donniewahberg:How about the pics...will they count??  really hope they do?
negative,Ewwwwwwww..no stars 
negative,FATAL ERROR ON THE BB.  HOPING THAT TMOBILE WILL FIX IT TOMORROW.  WITHOUT A PHONE IF THEY DON'T. DON'T HAVE A HOME PHONE. JUST PEACHY 
negative,@VooDooMijo yeah that sounds good&lt; thing is i have trouble sleeping 
negative,"@aphester Wil and Melissa are dating, and Jake and Kelly have some flirting thing going on.. I was a 5th wheel all day long and it sucked "
negative,@Elle_P  HEEYYYYYY!! My plans fell through... no sitter...  got class early in the AM anyways. I should already be in bed
negative,I can't sleep  i need to. I can't stand working the maintenance shift.
negative,@velociraptorz  i'm sorryy! next week will be my hell when it is 85 degrees and I am studying for ochem!
negative,@moneytotravel  Clean Me!
negative, My iTunes card just ran out.
negative,Austin air smells really good tonight.. Fuck I love this place.. 
negative,"Hhhhhh. You know, I checked my weight number today. Totally not happy.  but it will CHANGE. MUHAHAHAGA.  http://twitpic.com/4dyyy"
negative,Their is no party! + i would b the party pooper 
negative,DAMN OL'GIRL IS SITTING OUTSIDE THE QT SHE'S IS BEAT UP LIKE REAL MAJOR I FEEL BAD... WHAT CAN I DO? 
negative,@PiggieBear coz need to wrap up my brunei job 
negative,Chega de Khan Wars 
negative,@hasanbagels ahhh due I wanna be over there with you guys 
negative,"@MitchAllan not a bad thing Mitchypoo, its betta than 1 step forward 2 steps back.. right? luv ya even though u must not like me "
negative,@Calzer whoaaaaaaaaaaaaaa! I missed it yesterday  I'm guessing he was in the band though?
negative,I am awake 
negative,my english is not so good!  .... is difficult for me write in english :s (seguire tratando &lt;&lt; spanish) lol DD
negative,"I really need to go back to therapy, me thinks.  I just felt so much better about myself when I used to go. "
negative,my throat is sore again/still. Swallowing feels like having a fishbone stuck halfway down. This...makes getting to sleep kinda awkward 
negative,@eisen Why do I deserve this! 
negative,@ashleykins01 i don't have a camera 
negative,Sometimes twitter doesn't work 
negative,I don't like this phone...  watching notorious.
negative,"@ben_stiller May 22 is already in my diary... it's the offial end of my youth, time to grow up... no longer in my 20's! "
negative,editting zenith photos still... they're never ending... very unlike senior year  ...
negative,@MsCFLY 
negative,I'm having a hard time grasping the fact that he's gone and is not coming back. I miss you Daniel...you and your long ass crazy stories. 
negative,"Ughhh ipods still on first charge, SO BORED "
negative,@PaperTissue HAHA. ROFL. SOY MILK. HAHA. OH GOD. I wish you understood why I'm laughing 
negative,haha good point there ! Look i live in australia and its just got here. and i am bound to get it. hope i dont die  
negative,Scorching heat in Pune.. around 90 to 110 degree.. India is sweltering hot this summer 
negative,roadworks on the M25  boo.
negative,A passenger was conformed as Swine Flu case in Hongkong. He had travelled from Mexico via SHANGHAI. 
negative,"I want sleep, but I can't  I don't know why "
negative,@cocoandbreezy it was coo till i broke my damn glasses  OOBER mad! i wanted to use them for my photoshoot sunday. pissed.
negative,Lubberly day and I'll spend most of it rehearsing indoors 
negative,just got in...going to bed. work in the am 
negative,Morning all! Sunny in Beverley but I am in doors studying  Why not pop along to  http://twurl.nl/jet6dk and  http://twurl.nl/qnxexi
negative,haha pecker your lucky... im sober as a bird.. lol im still up.  tonight was a boring night!!
negative,@meganlewis92  Clean Me!
negative,Thai place got my order wrong  I want my noodles!!!
negative,Been soooooooooo busy at work the past few weeks have had no time to tweet. Or do anything else remotely interesting 
negative,@thisislavie haha. I only do it once in a while! I stopped a year ago after burning a whole in the seat of my two week old car 
negative,@kaleenka funny thing is I've a gorgeous friend that looks kinda like him. but hes the kinda guy that knows hes good looking.  not into me
negative,havin another one of those nights where i cant sleep cause im thinkin about sumone too much  *sigh* ... Im so sad right now.
negative,"@jackfaulkner Merth failed his MOT yesterday  So i defo am a car wanker. but once u wrote '@tuscantom' its 130, not 140. YOU TWAT!"
negative,got installed DISH TV today...@Aakriti is not giving me remote now 
negative,@astrid35  Clean Me!
negative,"&quot;we really need these rains&quot; is so overused in melbourne, that US comedians were poking fun of it at the comedy fest "
negative,I can't sleep  4:12 am
negative,SAT subject tests today.  Kind of nervous but only a little.
negative,"@GavinDeGraw Oh hey, me too! haha most because it's 6:25am and I can't sleep "
negative,El buck.really sick...  
negative,@leightonmarissa i  need a password 
negative,@deasaurr Me too  I'm too far huhu shit
negative,SATS todayyy! Ahhh 
negative,"@mikeyway that show is a classic,  it's not on over here "
negative,Cock. Just missed my train. Half an hour till the next one 
negative,Hiccups 
negative,my Grandma would have been 75 today... RIP 
negative,Sitting in the ambulance now on the way to the hospital to check my heart's condition  Hopefully there is nothing wrong with me. I'll let
negative,"Just woke uppp. Didn't go to the walk, I am sickkk "
negative,@Aussie_Nicole I dont  think they are live just yet.. Sat nite US time is the live show.. This might be one from a while back  
negative,am lonered           *sighs in self- pity*   anyone got any good free games websites?
negative,"@ashleywebster86 went a bit gooey tho  No purchases, in work now tho"
negative,"#flylady Good Morning! ds's had me up at 7  dh working today, so it's just us 3.  french toast &amp; bacon has been consumed by all,"
negative,three hours 
negative,Sad that both reds and broncos lost. I even took my flag to the game 
negative,Want to get out and get some #dailyexercise but the weather is very changeable.  Gotta get out....
negative,cut the last five minutes of my moviee on sky plus  WHAT HAPPENS IN THE GOD DAMN END?
negative,@CBSNews thats horrible 
negative,"@RedAntiques just caught that story, same thing that sparked berba leavng  though really cant see him at ManU unless Ronaldo does go"
negative,Doesnt like him 
negative,awake. eye dr appointment today 
negative,@Tanman4591 you went and didnt invite me  thats not nice tanner
negative,"@acidicice It wasn't the most pleasant walk, I must tell you.  You should have seen the dogs  There were 5 caged"
negative,"i miss HK, screw swine flu for being such pandemic  i want my disneyland &amp; highways &amp; flea markets... i want HK back!"
negative,my stomach hurts  and im hella cold.  extremely bored to.  my room got boring. its boring here to.
negative,Fed up now. Nearly got hit in driving instructors car 
negative,Please someone take this sweet little kitty! She needs a home and it can't be mine! 
negative,How bout i wont be there cause tix were sold out!  tear tear.. So sadd
negative,@johncmayer i agree with you. i took me just now to realize that 
negative,@JeanLevertHood I am lost. Please help me find a good home. 
negative,packing up and saying goodbye to ec 
negative,Environmental changes could wipe out some of the world's most well-known travel destinations.  http://tinyurl.com/c6nx4q
negative,@irenerencsi I am lost. Please help me find a good home. 
